index,value
order212,soda
order212,chicken
order212,juice
order212,cheese
order212,pastry
order213,vegetable
order213,frozen dessert
order213,pork
order213,yogurt
order213,fruit
order213,milk
order213,sugar
order213,grapes
order213,soda
order213,juice
order213,cheese
order213,meat
order214,vegetable
order214,dish cleaner
order214,yogurt
order214,fruit
order214,milk
order214,waffles
order214,frankfurter
order214,instant coffee
order214,bread
order214,pastry
order214,curd
order215,sausage
order215,yogurt
order215,beverages
order215,chocolate
order215,milk
order215,rolls
order215,whipped/sour cream
order215,butter
order215,grapes
order215,cheese
order215,pastry
order215,curd
order216,ice cream
order216,yogurt
order216,ham
order216,eggs
order216,butter
order216,misc. beverages
order216,juice
order216,cheese
order217,vegetable
order217,fruit
order217,rolls
order217,beef
order217,cat food
order217,misc. beverages
order217,grapes
order217,bread
order217,pasta
order217,soda
order217,cheese
order217,pastry
order218,vegetable
order218,yogurt
order218,milk
order218,beer
order218,cereals
order218,cheese
order218,bakery
order219,sausage
order219,vegetable
order219,chocolate
order219,rolls
order219,ham
order219,frankfurter
order219,eggs
order219,specialty bar
order219,pastry
order219,bakery
order220,sausage
order220,vegetable
order220,milk
order220,rum
order220,bread
order220,baking powder
order220,cheese
order221,vegetable
order221,salty snack
order221,waffles
order221,milk
order221,beef
order221,light bulbs
order221,bread
order221,soda
order221,chicken
order221,bottled water
order221,napkins
order221,pastry
order221,sauces
order221,curd
order221,specialty bar
order222,dessert
order222,fruit
order222,sugar
order222,rum
order222,frankfurter
order222,flour
order222,skin care
order222,pastry
order222,sauces
order222,margarine
order223,vegetable
order223,yogurt
order223,fruit
order223,milk
order223,sugar
order223,mayonnaise
order223,roll products
order223,candy
order223,skin care
order223,chicken
order223,bottled water
order223,rice
order223,cheese
order223,pastry
order223,juice
order223,napkins
order223,margarine
order224,chocolate
order224,kitchen towels
order224,fruit
order224,milk
order224,eggs
order224,shopping bags
order224,bread
order224,soda
order224,dishes
order224,chicken
order224,napkins
order224,cheese
order224,pastry
order224,waffles
order224,bakery
order225,vegetable
order225,salty snack
order225,fruit
order225,milk
order225,rolls
order225,eggs
order225,beef
order225,shopping bags
order225,bread
order225,soda
order225,coffee
order226,finished products
order226,dessert
order226,rolls
order226,baby food
order226,pasta
order226,curd
order226,waffles
order226,chocolate
order226,soups
order226,shopping bags
order226,juice
order226,milk
order226,cake bar
order226,butter
order226,bread
order226,pastry
order226,whipped/sour cream
order226,sausage
order226,vegetable
order226,yogurt
order226,salty snack
order226,fruit
order226,cheese
order227,vegetable
order227,detergent
order227,potted plants
order227,yogurt
order227,salty snack
order227,seasonal products
order227,milk
order227,mayonnaise
order227,frankfurter
order227,herbs
order227,soda
order227,bottled water
order227,margarine
order228,milk
order228,beer
order228,eggs
order228,bread
order228,soda
order228,coffee
order228,liquor (appetizer)
order228,newspapers
order229,sausage
order229,vegetable
order229,yogurt
order229,fruit
order229,cat food
order229,butter
order229,bread
order229,onions
order229,margarine
order229,meat
order230,vegetable
order230,rolls
order230,soups
order230,eggs
order230,frankfurter
order230,bottled water
order230,pastry
order230,Instant food products
order231,dish cleaner
order231,yogurt
order231,fruit
order231,milk
order231,house keeping products
order231,shopping bags
order231,cheese
order232,milk
order232,popcorn
order232,ham
order232,chewing gum
order232,shopping bags
order232,bread
order232,soda
order232,bottled water
order232,juice
order232,cheese
order233,vegetable
order233,fruit
order233,ham
order233,butter
order233,herbs
order233,chicken
order233,napkins
order234,sausage
order234,frozen dessert
order234,milk
order234,frozen meals
order234,rolls
order234,frankfurter
order234,eggs
order234,coffee
order234,mustard
order234,pastry
order235,vegetable
order235,chocolate
order235,fruit
order235,rolls
order235,cocoa drinks
order235,vinegar
order235,meat
order236,vegetable
order236,dish cleaner
order236,yogurt
order236,kitchen towels
order236,milk
order236,beer
order236,eggs
order236,cat food
order236,wine
order236,pet care
order236,coffee
order236,napkins
order236,cheese
order236,margarine
order236,meat
order237,vegetable
order237,dessert
order237,chocolate
order237,fruit
order237,milk
order237,frozen meals
order237,whipped/sour cream
order237,grapes
order237,bottled water
order237,juice
order237,napkins
order237,curd
order238,vegetable
order238,chocolate
order238,fruit
order238,seasonal products
order238,beer
order238,butter
order238,soda
order238,waffles
order239,kitchen towels
order239,fruit
order239,rolls
order239,frankfurter
order239,newspapers
order239,juice
order239,cheese
order240,sausage
order240,beverages
order240,yogurt
order240,fruit
order240,sugar
order240,cake bar
order240,soda
order240,bottled water
order240,cheese
order241,sausage
order241,yogurt
order241,beer
order241,soda
order241,flower (seeds)
order241,pastry
order241,margarine
order242,vegetable
order242,dish cleaner
order242,yogurt
order242,fruit
order242,milk
order242,cheese
order242,beef
order242,abrasive cleaner
order242,cosmetics
order242,herbs
order242,bread
order242,bottled water
order242,onions
order242,whipped/sour cream
order243,vegetable
order243,detergent
order243,yogurt
order243,fruit
order243,butter
order243,bread
order243,juice
order243,pastry
order243,whipped/sour cream
order244,vegetable
order244,cookware
order244,cheese
order244,rolls
order244,ham
order244,eggs
order244,shopping bags
order244,bread
order244,onions
order244,meat
order245,vegetable
order245,ice cream
order245,oil
order245,ham
order245,grapes
order245,bread
order245,pudding powder
order245,cheese
order246,brandy
order246,beer
order246,wine
order246,grapes
order246,pasta
order246,coffee
order246,bottled water
order246,soda
order246,cheese
order247,sausage
order247,vegetable
order247,oil
order247,beer
order247,light bulbs
order247,shopping bags
order247,pasta
order247,syrup
order247,coffee
order247,napkins
order247,margarine
order248,sausage
order248,vegetable
order248,beer
order248,shopping bags
order248,bread
order248,liquor (appetizer)
order248,bottled water
order248,canned fish
order248,meat
order249,vegetable
order249,dessert
order249,yogurt
order249,pork
order249,fruit
order249,salty snack
order249,beer
order249,roll products
order249,flour
order249,soda
order249,coffee
order249,bottled water
order249,juice
order249,rice
order250,vegetable
order250,yogurt
order250,chocolate
order250,milk
order250,beer
order250,beef
order250,bread
order250,juice
order250,cheese
order250,whipped/sour cream
order251,sausage
order251,oil
order251,vegetable
order251,milk
order251,rolls
order251,cosmetics
order251,softener
order251,meat
order252,sausage
order252,vegetable
order252,fruit
order252,milk
order252,rolls
order252,chewing gum
order252,juice
order252,cheese
order252,pastry
order253,vegetable
order253,oil
order253,yogurt
order253,fruit
order253,milk
order253,sugar
order253,whipped/sour cream
order253,eggs
order253,flour
order253,rice
order253,cheese
order253,margarine
order253,curd
order254,vegetable
order254,oil
order254,kitchen towels
order254,fruit
order254,milk
order254,juice
order254,margarine
order254,whipped/sour cream
order255,vegetable
order255,fruit
order255,sugar
order255,rolls
order255,frankfurter
order255,butter
order255,misc. beverages
order255,newspapers
order255,bottled water
order255,baking powder
order255,whipped/sour cream
order255,bakery
order256,vegetable
order256,pork
order256,chocolate
order256,fruit
order256,milk
order256,waffles
order256,rolls
order256,beer
order256,wine
order256,candy
order256,soda
order256,chicken
order256,baking powder
order256,tidbits
order256,margarine
order256,frozen fish
order257,candles
order257,rolls
order257,ham
order257,frankfurter
order257,liver loaf
order257,pasta
order257,chicken
order257,curd
order257,soups
order257,roll products
order257,beverages
order257,specialty fat
order257,milk
order257,sugar
order257,eggs
order257,butter
order257,flour
order257,cosmetics
order257,skin care
order257,margarine
order257,whipped/sour cream
order257,sausage
order257,vegetable
order257,yogurt
order257,fruit
order257,mayonnaise
order257,beef
order257,cheese
order258,vegetable
order258,yogurt
order258,fruit
order258,rolls
order258,frankfurter
order258,cosmetics
order258,bread
order258,soda
order258,coffee
order258,cheese
order258,pastry
order258,waffles
order259,vegetable
order259,rolls
order259,beer
order259,beef
order259,bread
order259,soda
order259,bottled water
order259,meat
order260,vegetable
order260,dessert
order260,pork
order260,fruit
order260,milk
order260,ham
order260,whipped/sour cream
order260,eggs
order260,roll products
order260,butter
order260,cosmetics
order260,bread
order260,curd
order260,meat
order261,vegetable
order261,pork
order261,salty snack
order261,specialty fat
order261,sugar
order261,cat food
order261,shopping bags
order261,baking powder
order261,waffles
order262,vegetable
order262,pork
order262,rolls
order262,eggs
order262,grapes
order262,soda
order262,chicken
order262,pastry
order262,specialty bar
order263,vegetable
order263,finished products
order263,salty snack
order263,milk
order263,soda
order263,cereals
order263,margarine
order263,whipped/sour cream
order264,vegetable
order264,oil
order264,detergent
order264,dish cleaner
order264,pork
order264,yogurt
order264,fruit
order264,milk
order264,chocolate
order264,berries
order264,beef
order264,cat food
order264,abrasive cleaner
order264,cosmetics
order264,shopping bags
order264,cheese
order264,cleaner
order264,vinegar
order265,vegetable
order265,rolls
order265,beer
order265,whisky
order265,shopping bags
order265,juice
order265,bottled water
